timestamp,latitude,longitude,satelites,velocity,acceleration,temperature,ph,turbidity,tds,voltage
1752752347,51.311405181884766,17.860984802246094,5.0,0.9018093943595886,0.5357022881507874,,,,,
1752752349,51.57905578613281,17.669775009155273,5.0,0.573768138885498,0.22167137265205383,,,,,
1752752351,51.5785026550293,17.013681411743164,12.0,1.7625211477279663,0.4228489100933075,,,,,
1752752353,51.30918502807617,17.21122169494629,12.0,1.009110689163208,0.09154342859983444,,,,,
1752752355,51.832923889160156,17.08549690246582,2.0,1.2687956094741821,0.1638139933347702,,,,,
1752752357,51.93484878540039,17.154672622680664,10.0,1.1246006488800049,0.247239351272583,,,,,
1752752359,51.7786750793457,17.38694953918457,11.0,0.6351165771484375,0.33298400044441223,,,,,
1752752361,51.190818786621094,17.957250595092773,4.0,0.009036936797201633,0.7589420080184937,,,,,
1752752363,51.73158264160156,17.430519104003906,4.0,0.8181150555610657,0.10945922881364822,,,,,
1752752365,51.70112228393555,17.266813278198242,7.0,0.6171633005142212,0.24124570190906525,,,,,
1752752367,51.8734016418457,17.554929733276367,0.0,0.049463026225566864,0.8923180103302002,,,,,
1752752369,51.4737548828125,17.07601547241211,2.0,1.7187470197677612,0.12634268403053284,,,,,
1752752371,51.186424255371094,17.220701217651367,6.0,0.6528815031051636,0.496372789144516,,,,,
1752752373,51.226806640625,17.16761016845703,6.0,0.8500170111656189,0.1814020425081253,,,,,
1752752375,51.67832946777344,17.549602508544922,1.0,0.8631079792976379,0.6414358615875244,,,,,
1752752377,51.514888763427734,17.214033126831055,6.0,1.811247706413269,0.12101150304079056,,,,,
1752752379,51.86783218383789,17.392911911010742,8.0,0.31627127528190613,0.7633397579193115,,,,,
1752752381,51.28525924682617,17.3121395111084,0.0,0.8581116795539856,0.5642312169075012,,,,,
1752752383,51.174259185791016,17.744009017944336,8.0,0.22401484847068787,0.23528343439102173,,,,,
1752752385,51.552772521972656,17.80352783203125,5.0,1.7236765623092651,0.38371583819389343,,,,,
1752752387,51.16404724121094,17.919971466064453,11.0,0.15576797723770142,0.9869689345359802,,,,,
1752752389,51.43827819824219,17.55238151550293,3.0,1.8994591236114502,0.8871084451675415,,,,,
1752752391,51.167625427246094,17.500402450561523,11.0,0.8216026425361633,0.29282206296920776,,,,,
1752752393,51.57527542114258,17.52802085876465,2.0,1.3518378734588623,0.6228539943695068,,,,,
1752752395,51.63753890991211,17.50950050354004,6.0,1.0342625379562378,0.3650365173816681,,,,,
1752752397,51.7272834777832,17.462495803833008,9.0,1.9021401405334473,0.5837565064430237,,,,,
1752752399,51.639259338378906,17.318222045898438,7.0,1.7624168395996094,0.019066454842686653,,,,,
1752752401,51.43495178222656,17.78342628479004,12.0,1.8059149980545044,0.6812306046485901,,,,,
1752752403,51.771942138671875,17.634262084960938,6.0,1.2413896322250366,0.8400430083274841,,,,,
1752752405,51.858158111572266,17.261625289916992,9.0,0.4430181682109833,0.3892192244529724,,,,,
1752752407,51.85682678222656,17.592260360717773,11.0,0.765155017375946,0.08728843927383423,,,,,
1752752409,51.110538482666016,17.6296329498291,7.0,0.1923392415046692,0.4668305814266205,,,,,
1752752411,51.5518913269043,17.049612045288086,0.0,0.7238305807113647,0.8813220262527466,,,,,
1752752413,51.55337142944336,17.907758712768555,6.0,0.8388028144836426,0.9013510942459106,,,,,
1752752415,51.60161590576172,17.161897659301758,8.0,0.03703785687685013,0.7804091572761536,,,,,
1752752417,51.664039611816406,17.033647537231445,2.0,1.6928833723068237,0.7309617400169373,,,,,
1752752419,51.61827087402344,17.024700164794922,12.0,0.3360101580619812,0.8424546718597412,,,,,
1752752421,51.75735855102539,17.59543800354004,3.0,1.7054139375686646,0.07202904671430588,,,,,
1752752423,51.18857955932617,17.050527572631836,1.0,1.8561383485794067,0.4531140625476837,,,,,
1752752425,51.83417892456055,17.467830657958984,2.0,0.1922682523727417,0.1362302005290985,,,,,
1752752427,51.89299011230469,17.38945770263672,3.0,1.85128915309906,0.5241941809654236,,,,,
1752752429,51.39655303955078,17.621572494506836,3.0,0.4071885049343109,0.786021888256073,,,,,
1752752431,51.52458953857422,17.132404327392578,8.0,1.5860403776168823,0.1652020961046219,,,,,
1752752433,51.85984420776367,17.136314392089844,10.0,1.0581064224243164,0.4170387089252472,,,,,
1752752435,51.446754455566406,17.698938369750977,3.0,0.2909645438194275,0.25449857115745544,,,,,
1752752437,51.14624786376953,17.978832244873047,6.0,0.9516884088516235,0.4006026089191437,,,,,
1752752439,51.64732360839844,17.503509521484375,12.0,1.0839565992355347,0.09304872155189514,,,,,
1752752441,51.86994934082031,17.935325622558594,2.0,1.8965672254562378,0.45232170820236206,,,,,
1752752443,51.212711334228516,17.137561798095703,2.0,1.9584243297576904,0.4741050601005554,,,,,
1752752445,51.505001068115234,17.89640998840332,7.0,1.1412993669509888,0.8922510147094727,,,,,
1752752447,51.972164154052734,17.247041702270508,10.0,0.23502220213413239,0.8836556673049927,,,,,
1752752449,51.356510162353516,17.766162872314453,6.0,1.7096314430236816,0.0274468082934618,,,,,
1752752451,51.986576080322266,17.82078742980957,8.0,0.7671857476234436,0.8401334285736084,,,,,
1752752453,51.77332305908203,17.20391082763672,1.0,0.9619035720825195,0.4024774730205536,,,,,
1752752455,51.883018493652344,17.732803344726562,2.0,1.4480528831481934,0.8028764724731445,,,,,
1752752457,51.08203887939453,17.87254524230957,12.0,0.9237844944000244,0.18831868469715118,,,,,
1752752459,51.991851806640625,17.058618545532227,11.0,1.573108196258545,0.9677686095237732,,,,,
1752752461,51.91899108886719,17.998807907104492,9.0,0.996579647064209,0.5743808150291443,,,,,
1752752463,51.71976852416992,17.285863876342773,8.0,0.6030155420303345,0.35526975989341736,,,,,
1752752465,51.34546661376953,17.127527236938477,10.0,0.1857360303401947,0.10580909252166748,,,,,
1752752467,51.75328063964844,17.799795150756836,2.0,0.9291412830352783,0.02510109171271324,,,,,
1752752469,51.42499542236328,17.744911193847656,12.0,1.9037063121795654,0.8050649166107178,,,,,
1752752471,51.54872512817383,17.603822708129883,5.0,0.22881877422332764,0.9721586108207703,,,,,
1752752473,51.03477478027344,17.428300857543945,9.0,1.9285833835601807,0.7286867499351501,,,,,
1752752475,51.077842712402344,17.217445373535156,1.0,1.7997658252716064,0.43302345275878906,,,,,
1752752477,51.88911437988281,17.483694076538086,8.0,0.5366114377975464,0.3791004419326782,,,,,
1752752479,51.17707824707031,17.491193771362305,12.0,1.7186925411224365,0.0016532024601474404,,,,,
1752752481,51.43183517456055,17.516326904296875,8.0,0.0922582596540451,0.9156630635261536,,,,,
